category,filename,LL_Mean,LL_StdDev,LL_Variance,LL_Energy,LL_Entropy,LL_Skewness,LL_Kurtosis,LL_Min,LL_Max,LL_Range,LH_Mean,LH_StdDev,LH_Variance,LH_Energy,LH_Entropy,LH_Skewness,LH_Kurtosis,LH_Min,LH_Max,LH_Range,HL_Mean,HL_StdDev,HL_Variance,HL_Energy,HL_Entropy,HL_Skewness,HL_Kurtosis,HL_Min,HL_Max,HL_Range,HH_Mean,HH_StdDev,HH_Variance,HH_Energy,HH_Entropy,HH_Skewness,HH_Kurtosis,HH_Min,HH_Max,HH_Range
corduroy,42-scale_7_im_3_grey.png,0.994021427,0.144721303,0.020944256,4132.957605,8.992523911,0.16958794,-0.503534447,0.588235294,1.470588235,0.882352941,0.000445676,0.098199344,0.009643111,39.49899654,10.13708355,0.011900898,0.220352005,-0.382352941,0.358823529,0.741176471,-0.000831514,0.090802954,0.008245176,33.77507497,9.416660363,-0.030873035,-0.189479896,-0.370588235,0.280392157,0.650980392,0.000131644,0.063788431,0.004068964,16.66654748,9.945630571,-0.00190778,0.130228268,-0.237254902,0.241176471,0.478431373
corduroy,42-scale_7_im_4_grey.png,0.904009172,0.100749814,0.010150525,3388.961211,8.514020214,0.119511833,-0.861306184,0.680392157,1.192156863,0.511764706,-0.000172813,0.023451957,0.000549994,2.252898885,8.361351447,-0.025285628,0.365638129,-0.096078431,0.088235294,0.184313725,0.004686064,0.065972307,0.004352345,17.9171511,8.927905454,0.070143887,-0.466719695,-0.201960784,0.209803922,0.411764706,9.05E-05,0.020378226,0.000415272,1.700988082,8.252524533,0.018250872,0.721106341,-0.105882353,0.103921569,0.209803922
corduroy,42-scale_7_im_5_grey.png,0.875822419,0.199764813,0.03990598,3305.352764,9.189213546,-0.412449355,-1.006538924,0.415686275,1.354901961,0.939215686,-2.49E-05,0.030837662,0.000950961,3.895140331,9.21824301,0.140071378,0.484073679,-0.133333333,0.121568627,0.254901961,0.007651654,0.145885932,0.021282705,87.41377163,9.882545069,0.440276686,0.008054328,-0.38627451,0.464705882,0.850980392,-3.35E-05,0.031908091,0.001018126,4.170249904,9.226411687,-0.069380014,0.731097092,-0.147058824,0.149019608,0.296078431
corduroy,42-scale_7_im_6_grey.png,1.005538641,0.149120178,0.022236828,4232.580246,9.036361544,0.18324769,-0.39833204,0.601960784,1.517647059,0.915686275,0.001004328,0.11222312,0.012594029,51.58927336,10.32178783,0.003249369,0.079541763,-0.354901961,0.376470588,0.731372549,0.007778991,0.11544559,0.013327684,54.83805459,9.666206853,0.101111592,-0.404287223,-0.354901961,0.333333333,0.688235294,4.88E-05,0.071858827,0.005163691,21.15048827,10.15050889,0.024875149,0.015640608,-0.254901961,0.274509804,0.529411765
corduroy,42-scale_7_im_7_grey.png,0.930250938,0.126572741,0.016020659,3610.163064,8.780984859,-0.050447164,-0.894751392,0.6,1.307843137,0.707843137,5.79E-05,0.024878685,0.000618949,2.535228758,8.607340972,-0.098397303,0.31926915,-0.103921569,0.107843137,0.211764706,-0.002944527,0.089477528,0.008006228,32.82902345,9.049093628,-0.995982249,0.132533134,-0.292156863,0.176470588,0.468627451,6.37E-05,0.019585827,0.000383605,1.571261053,8.46315494,-0.03193107,0.412285185,-0.076470588,0.090196078,0.166666667
corduroy,42-scale_7_im_8_grey.png,0.871695485,0.132295217,0.017502025,3184.046255,8.832511608,-0.172320114,-0.96131291,0.492156863,1.250980392,0.758823529,-0.000503121,0.021813152,0.000475814,1.949969243,8.477643739,0.016576271,0.54949561,-0.117647059,0.082352941,0.2,-0.001592659,0.090411119,0.00817417,33.49179162,9.100070693,-0.854101138,-0.0240094,-0.28627451,0.198039216,0.484313725,-3.78E-05,0.018425844,0.000339512,1.390645905,8.401371514,-0.140308496,0.527649815,-0.084313725,0.062745098,0.147058824
corduroy,42-scale_7_im_9_grey.png,0.954980947,0.169835854,0.028844217,3853.651261,9.214085519,0.039471643,-0.509306002,0.535294118,1.452941176,0.917647059,0.001907648,0.111775858,0.012493843,51.18968474,10.41172553,0.00399706,0.236510605,-0.392156863,0.382352941,0.774509804,-0.00196988,0.132644889,0.017594667,72.0836486,9.87579183,-0.255353803,-0.240724222,-0.421568627,0.382352941,0.803921569,-0.000817153,0.076124039,0.005794869,23.7385198,10.32118294,0.003671459,0.134011786,-0.270588235,0.270588235,0.541176471
corduroy,42-scale_8_im_1_grey.png,0.885899203,0.086797252,0.007533763,3245.470358,8.374854402,0.181397968,-0.326425892,0.645098039,1.241176471,0.596078431,-0.000301585,0.021291616,0.000453333,1.857224145,8.035543263,-0.049264225,0.749710188,-0.101960784,0.090196078,0.192156863,0.001076134,0.05309448,0.002819024,11.55146482,8.576176168,-0.035445678,-0.634454502,-0.150980392,0.150980392,0.301960784,-1.82E-05,0.017518929,0.000306913,1.257116494,7.891939048,0.109649086,0.473528437,-0.062745098,0.084313725,0.147058824
corduroy,42-scale_8_im_2_grey.png,0.868059704,0.14823152,0.021972584,3176.448958,8.950250959,-0.359435646,-0.859660603,0.450980392,1.243137255,0.792156863,-0.000825291,0.024598117,0.000605067,2.481145713,8.728455928,-0.015998374,0.838932692,-0.094117647,0.111764706,0.205882353,0.000287224,0.110809551,0.012278757,50.29412534,9.604130991,-0.151335735,-0.287602855,-0.360784314,0.3,0.660784314,-0.000426049,0.024548541,0.000602631,2.469119569,8.717509689,0.035163918,0.742207862,-0.090196078,0.117647059,0.207843137
corduroy,42-scale_8_im_3_grey.png,1.001682177,0.145293128,0.021110093,4196.258923,8.989845406,0.122886554,-0.579220372,0.629411765,1.433333333,0.803921569,-0.000356158,0.103560116,0.010724698,43.9288812,10.20385318,0.027146281,0.340348142,-0.366666667,0.390196078,0.756862745,-0.000312117,0.100329494,0.010066007,41.23076509,9.507036175,0.046773466,-0.291448759,-0.337254902,0.343137255,0.680392157,-0.000717103,0.067904116,0.004610969,18.88863514,10.04160718,-0.077477932,0.167859686,-0.292156863,0.268627451,0.560784314
corduroy,42-scale_8_im_4_grey.png,0.864845665,0.093463169,0.008735364,3099.416117,8.437226761,0.20242883,-0.754789597,0.625490196,1.180392157,0.554901961,-0.000250843,0.021476016,0.000461219,1.889411765,8.310315553,0.002806583,0.617154911,-0.096078431,0.088235294,0.184313725,-0.000475835,0.068228684,0.004655153,19.06843522,8.848431529,-0.131900176,-0.685432729,-0.229411765,0.184313725,0.41372549,-0.000194355,0.018623917,0.00034685,1.420853518,8.2152378,0.071586441,0.455169411,-0.07254902,0.08627451,0.158823529
corduroy,42-scale_8_im_5_grey.png,0.866381357,0.21162366,0.044784574,3257.963437,9.320184049,-0.261250694,-1.152124459,0.380392157,1.321568627,0.941176471,-0.000537109,0.030608054,0.000936853,3.838531334,9.412803551,-0.040843732,0.423251162,-0.137254902,0.117647059,0.254901961,4.40E-05,0.179703523,0.032293356,132.2735948,10.08876098,0.242615353,-0.435569813,-0.429411765,0.498039216,0.92745098,0.000801356,0.033712201,0.001136512,4.657785467,9.477377858,0.035265768,0.768293952,-0.147058824,0.145098039,0.292156863
corduroy,42-scale_8_im_6_grey.png,1.015068742,0.156287913,0.024425912,4320.421738,9.084900504,0.180222046,-0.537684683,0.51372549,1.478431373,0.964705882,0.001351869,0.110211992,0.012146683,49.76029988,10.31579156,-0.019025674,0.065551444,-0.376470588,0.390196078,0.766666667,-0.001135493,0.114851744,0.013190923,54.03530181,9.642548978,0.019946042,-0.140385518,-0.380392157,0.398039216,0.778431373,0.000179036,0.072128114,0.005202465,21.30942714,10.14907875,-0.020277137,0.155406643,-0.347058824,0.268627451,0.615686275
corduroy,42-scale_8_im_7_grey.png,0.93890692,0.124095895,0.015399791,3673.8908,8.77544232,-0.021350394,-0.811831416,0.590196078,1.27254902,0.682352941,-0.000549077,0.023292048,0.00054252,2.223394848,8.529913212,-0.162337636,0.488148327,-0.111764706,0.080392157,0.192156863,-0.001399261,0.096005714,0.009217097,37.76124952,9.152111381,-0.872444785,-0.139688378,-0.3,0.196078431,0.496078431,-0.000310681,0.019686246,0.000387548,1.587793156,8.405206364,0.031461769,0.351403974,-0.07254902,0.092156863,0.164705882
corduroy,42-scale_8_im_8_grey.png,0.912774778,0.134885723,0.018194158,3487.137601,8.852276594,-0.15685505,-0.948917047,0.582352941,1.249019608,0.666666667,-0.000309245,0.021536576,0.000463824,1.900215302,8.500951549,0.005386939,0.358583692,-0.076470588,0.105882353,0.182352941,-0.000526578,0.103378554,0.010687125,43.77560169,9.356000199,-0.660224295,-0.29732916,-0.307843137,0.258823529,0.566666667,-0.000128294,0.019403724,0.000376505,1.542229912,8.4120791,-0.059127726,0.208932707,-0.07254902,0.07254902,0.145098039
corduroy,42-scale_8_im_9_grey.png,0.979742551,0.157484572,0.02480139,4033.318328,9.073344537,0.032410992,-0.657073409,0.576470588,1.425490196,0.849019608,0.000692689,0.099310849,0.009862645,40.39935794,10.36171134,0.043376034,0.104495624,-0.325490196,0.32745098,0.652941176,-0.001189587,0.133779788,0.017897032,73.31203768,9.813222289,-0.180267972,-0.341977431,-0.403921569,0.370588235,0.774509804,0.000895661,0.070585299,0.004982284,20.4107228,10.16349071,0.108127372,-0.043081527,-0.217647059,0.274509804,0.492156863
corduroy,42-scale_9_im_1_grey.png,0.913454542,0.08795539,0.007736151,3449.386398,8.37839726,0.295609219,-0.491748073,0.684313725,1.225490196,0.541176471,-0.000582108,0.020108428,0.000404349,1.657600923,7.895726444,-0.021546645,0.575087064,-0.080392157,0.078431373,0.158823529,0.000427964,0.062940308,0.003961482,16.22698193,8.889535066,-0.149287569,-0.642881609,-0.178431373,0.164705882,0.343137255,-0.0005036,0.017247763,0.000297485,1.219538639,7.818992368,-0.112230797,0.579362329,-0.076470588,0.068627451,0.145098039
corduroy,42-scale_9_im_2_grey.png,0.880492207,0.140167281,0.019646867,3255.965256,8.878745992,-0.177458781,-1.030271967,0.523529412,1.231372549,0.707843137,-0.000810451,0.021774517,0.00047413,1.944725106,8.58901128,-0.035926491,0.641488357,-0.107843137,0.094117647,0.201960784,0.000689817,0.11940429,0.014257385,58.40019608,9.648082071,-0.040986794,-0.471411175,-0.315686275,0.341176471,0.656862745,0.000254193,0.022264204,0.000495695,2.030630527,8.599070967,-0.072234065,0.502804404,-0.08627451,0.094117647,0.180392157
corduroy,42-scale_9_im_3_grey.png,1.012457395,0.140213063,0.019659703,4279.212768,8.966865019,0.254341323,-0.412989539,0.666666667,1.443137255,0.776470588,-0.000926298,0.100791758,0.010158979,41.6146905,10.23393939,-0.00028663,0.18857846,-0.415686275,0.378431373,0.794117647,0.000652478,0.107666303,0.011592033,47.4827105,9.628486425,-0.033044547,-0.366653882,-0.329411765,0.317647059,0.647058824,-0.001682655,0.070764449,0.005007607,20.52275663,10.02748576,0.042006782,0.061197118,-0.249019608,0.27254902,0.521568627
corduroy,42-scale_9_im_4_grey.png,0.92470368,0.103010862,0.010611238,3545.858597,8.575552861,0.229778026,-0.710871029,0.692156863,1.219607843,0.52745098,-0.000854492,0.021185548,0.000448827,1.841387928,8.246592722,0.015153784,0.779337147,-0.098039216,0.1,0.198039216,-0.003077608,0.084746048,0.007181893,29.45582853,9.203686973,-0.085370414,-0.766731253,-0.237254902,0.239215686,0.476470588,-0.000227386,0.018786657,0.000352938,1.445847751,8.159516107,0.020800222,0.277625402,-0.080392157,0.074509804,0.154901961
corduroy,42-scale_9_im_5_grey.png,0.8858858,0.200642629,0.040257465,3379.409366,9.326406925,-0.05111096,-1.166431262,0.447058824,1.325490196,0.878431373,-0.000698912,0.028903966,0.000835439,3.423960015,9.377670974,-0.090480629,0.516901433,-0.119607843,0.121568627,0.241176471,-0.005368222,0.211089091,0.044558604,182.6300807,10.21778267,0.273862227,-0.694136782,-0.431372549,0.554901961,0.98627451,-0.000466261,0.032187034,0.001036005,4.244367551,9.398914205,-0.076746577,0.540913764,-0.150980392,0.123529412,0.274509804
corduroy,42-scale_9_im_6_grey.png,0.99128035,0.132908446,0.017664655,4097.234483,8.878888978,0.237679468,-0.523321384,0.660784314,1.403921569,0.743137255,0.001704676,0.080637168,0.006502353,26.64554018,10.01934915,-0.01552946,0.150942101,-0.301960784,0.292156863,0.594117647,-0.006058996,0.115636859,0.013371883,54.92160323,9.673403728,-0.060154262,-0.46359536,-0.396078431,0.349019608,0.745098039,-0.000226428,0.057248155,0.003277351,13.42424068,9.891861511,0.02604029,0.030474294,-0.198039216,0.233333333,0.431372549
corduroy,42-scale_9_im_7_grey.png,0.953945025,0.115805895,0.013411005,3782.33699,8.701711663,0.232846471,-0.750001398,0.668627451,1.266666667,0.598039216,-0.00038153,0.020231353,0.000409308,1.677120338,8.273743586,-0.049563846,0.557847948,-0.096078431,0.088235294,0.184313725,-0.003465361,0.10922991,0.011931173,48.91927336,9.366169057,-0.654924859,-0.691125508,-0.311764706,0.243137255,0.554901961,9.72E-05,0.017505349,0.000306437,1.25520569,8.182552756,0.038908788,0.269169831,-0.068627451,0.070588235,0.139215686
corduroy,42-scale_9_im_8_grey.png,0.926070868,0.125698499,0.015800113,3577.476567,8.785606803,0.096387733,-0.9556819,0.643137255,1.247058824,0.603921569,-0.000408337,0.019219338,0.000369383,1.513675509,8.385537807,-0.012214238,0.546389699,-0.078431373,0.088235294,0.166666667,-0.003911516,0.120959292,0.01463115,59.99186082,9.545096263,-0.465503779,-0.790408393,-0.325490196,0.252941176,0.578431373,-0.000228343,0.017603375,0.000309879,1.269477124,8.323265594,-0.096367675,0.351790169,-0.080392157,0.058823529,0.139215686
corduroy,42-scale_9_im_9_grey.png,0.996268478,0.155827652,0.024282257,4164.948531,9.105050453,0.250283402,-0.488301497,0.61372549,1.564705882,0.950980392,0.000915767,0.090000781,0.008100141,33.18161092,10.24285338,-0.002313293,0.176573615,-0.311764706,0.307843137,0.619607843,-0.006221756,0.147245007,0.021681092,88.96430988,9.877738963,-0.114860562,-0.408613948,-0.439215686,0.38627451,0.825490196,0.00023696,0.065027046,0.004228517,17.32023453,10.06369332,-0.010140935,-0.017086963,-0.219607843,0.264705882,0.484313725
linen,44-scale_1_im_1_grey.png,1.088812136,0.125234472,0.015683673,4920.096936,8.68531967,-0.119531821,-0.235718443,0.662745098,1.445098039,0.782352941,0.000158452,0.042686506,0.001822138,7.463579393,8.674317045,0.089203859,-0.874625138,-0.121568627,0.121568627,0.243137255,4.93E-05,0.028552186,0.000815227,3.339181084,7.658952027,0.418987077,-0.218421369,-0.090196078,0.115686275,0.205882353,-5.51E-05,0.008241693,6.79E-05,0.278235294,7.445898731,-0.1101732,0.233514954,-0.033333333,0.033333333,0.066666667
linen,44-scale_1_im_2_grey.png,1.021826651,0.110705744,0.012255762,4326.954867,8.597672696,-0.273038169,0.034313809,0.566666667,1.38627451,0.819607843,0.000346105,0.034403842,0.001183624,4.848615917,8.383847769,-0.035686634,-0.632356757,-0.107843137,0.094117647,0.201960784,0.000210152,0.03540715,0.001253666,5.135198001,8.097293247,-0.106132895,-0.34942528,-0.12745098,0.109803922,0.237254902,-6.75E-05,0.008192023,6.71E-05,0.274898116,7.335308399,0.041923093,-0.026977452,-0.02745098,0.035294118,0.062745098
linen,44-scale_1_im_3_grey.png,1.167703068,0.170200225,0.028968116,5703.674145,9.069661988,-0.050533642,-0.453439849,0.615686275,1.690196078,1.074509804,0.000349935,0.059751339,0.003570223,14.62413303,9.248018975,0.007546289,-0.854447892,-0.164705882,0.158823529,0.323529412,0.000121113,0.035334484,0.001248526,5.11402153,7.973274488,0.271950554,-0.052174302,-0.11372549,0.135294118,0.249019608,-3.49E-05,0.012056595,0.000145361,0.595405613,8.197476608,-0.031253722,0.163080965,-0.047058824,0.043137255,0.090196078
linen,44-scale_1_im_4_grey.png,0.946282839,0.173752372,0.030189887,3791.42594,9.192218899,0.354049578,-0.280580847,0.492156863,1.539215686,1.047058824,3.11E-05,0.079221484,0.006276044,25.7066782,9.756074653,-0.624749302,-0.017807687,-0.31372549,0.194117647,0.507843137,-0.000157495,0.077836432,0.00605851,24.81575932,9.114007752,-0.544720043,-0.031401648,-0.303921569,0.198039216,0.501960784,-9.33E-05,0.030233953,0.000914092,3.744156094,9.308774848,0.631119631,1.578919924,-0.098039216,0.162745098,0.260784314
linen,44-scale_1_im_5_grey.png,0.877152746,0.172560027,0.029776963,3273.416305,9.230856531,0.170974527,-0.401611198,0.421568627,1.435294118,1.01372549,-0.000107709,0.058952867,0.00347544,14.23545175,9.584302845,-0.692713942,0.368335589,-0.241176471,0.156862745,0.398039216,0.001030656,0.103007013,0.010610445,43.4647328,9.494191328,-0.545955181,-0.028496789,-0.378431373,0.278431373,0.656862745,-3.11E-05,0.030629226,0.00093815,3.84266436,9.323192641,0.433964079,1.743521586,-0.117647059,0.192156863,0.309803922
linen,44-scale_1_im_6_grey.png,0.986949487,0.205946596,0.042414,4163.515556,9.383139288,0.378523353,-0.054743556,0.368627451,1.741176471,1.37254902,0.000269991,0.104255992,0.010869312,44.52099962,10.01069042,-0.788322675,0.48339761,-0.466666667,0.296078431,0.762745098,9.48E-05,0.077433954,0.005996017,24.55972318,9.16977826,-0.518857189,0.548153456,-0.354901961,0.288235294,0.643137255,-7.08E-05,0.037038992,0.001371887,5.619269512,9.570013005,0.456268985,2.127470073,-0.17254902,0.192156863,0.364705882
linen,44-scale_1_im_7_grey.png,1.115087891,0.103562897,0.010725274,5136.983153,8.387702383,-0.14724116,-0.049543869,0.764705882,1.431372549,0.666666667,0.000210631,0.029867768,0.000892084,3.654156094,8.221643497,0.387779455,-0.410806848,-0.070588235,0.105882353,0.176470588,-0.000256587,0.028536097,0.000814309,3.335678585,7.558807419,0.530450125,0.112294133,-0.074509804,0.11372549,0.188235294,6.41E-05,0.008374996,7.01E-05,0.287312572,7.312217356,-0.142888808,0.353915044,-0.033333333,0.031372549,0.064705882
linen,44-scale_1_im_8_grey.png,1.171702187,0.097583957,0.009522629,5662.345802,8.28450307,-0.073716154,0.367537374,0.77254902,1.517647059,0.745098039,0.000136432,0.031197078,0.000973258,3.986539792,8.331944223,0.376229813,-0.337028765,-0.082352941,0.101960784,0.184313725,4.83E-05,0.026570264,0.000705979,2.891699346,7.32453769,0.128479247,0.128080472,-0.094117647,0.103921569,0.198039216,3.40E-05,0.007799319,6.08E-05,0.249161861,7.239929609,-0.168049944,0.87771703,-0.037254902,0.029411765,0.066666667
linen,44-scale_1_im_9_grey.png,1.213882027,0.153192276,0.023467873,6131.619635,8.900001866,-0.0933276,-0.226118563,0.68627451,1.719607843,1.033333333,0.000347063,0.048283912,0.002331336,9.54964629,8.995942949,0.179518165,-0.705081711,-0.129411765,0.147058824,0.276470588,-0.000241747,0.032724041,0.001070863,4.386493656,7.728982178,0.461984787,0.369400349,-0.109803922,0.145098039,0.254901961,4.79E-07,0.011400147,0.000129963,0.532329873,8.044950843,-0.138957618,0.774129157,-0.049019608,0.049019608,0.098039216
linen,44-scale_2_im_1_grey.png,1.048749138,0.165683065,0.027450878,4617.525794,9.11534538,-0.141758267,-0.502307362,0.533333333,1.501960784,0.968627451,0.000253236,0.088927083,0.007908026,32.39153787,9.809336474,-0.08976731,-0.851785912,-0.262745098,0.239215686,0.501960784,0.000174728,0.079550353,0.006328259,25.92067282,9.165380511,0.026068584,-0.138439058,-0.254901961,0.27254902,0.52745098,0.000114411,0.029281861,0.000857427,3.512076125,9.310023623,0.019848725,0.748477973,-0.129411765,0.121568627,0.250980392
linen,44-scale_2_im_2_grey.png,0.991991709,0.163423397,0.026707207,4140.051484,9.123965676,-0.161285286,-0.289236665,0.462745098,1.466666667,1.003921569,2.15E-05,0.070284657,0.004939933,20.2339677,9.738445619,0.014914537,-0.507010925,-0.274509804,0.233333333,0.507843137,0.000169941,0.109049349,0.011891761,48.7087697,9.604943864,-0.107081443,-0.687416721,-0.315686275,0.335294118,0.650980392,-1.87E-05,0.031562241,0.000996175,4.080334487,9.375738147,0.011093954,0.428840576,-0.123529412,0.121568627,0.245098039
linen,44-scale_2_im_3_grey.png,1.068811753,0.244214397,0.059640672,4923.38887,9.603095903,0.025022653,-0.686581785,0.409803922,1.770588235,1.360784314,0.000329829,0.145187818,0.021079502,86.34208766,10.39771578,-0.260491424,-0.753817838,-0.42745098,0.366666667,0.794117647,-0.000279086,0.100316544,0.010063409,41.22004229,9.485925047,0.14373518,0.868334295,-0.370588235,0.396078431,0.766666667,-0.000321212,0.04992067,0.002492073,10.20795463,10.03771215,0.101500431,0.603966495,-0.188235294,0.196078431,0.384313725
linen,44-scale_2_im_4_grey.png,0.889335363,0.189754031,0.036006592,3387.080623,9.331208085,0.330204558,-0.344489117,0.333333333,1.535294118,1.201960784,0.001153684,0.107738746,0.011607637,47.55033449,10.26905635,-0.557668975,-0.08944296,-0.354901961,0.280392157,0.635294118,0.000110103,0.11957796,0.014298888,58.56829681,9.700198658,-0.39730921,-0.165215822,-0.435294118,0.335294118,0.770588235,-0.000148399,0.057429569,0.003298155,13.50933487,10.09771675,0.407984839,0.982583263,-0.21372549,0.258823529,0.47254902
linen,44-scale_2_im_5_grey.png,0.915831323,0.202861137,0.041152641,3604.068977,9.419678784,0.290570282,-0.31212117,0.382352941,1.529411765,1.147058824,6.18E-05,0.078570511,0.006173325,25.2859554,10.14115581,-0.429537468,0.143656499,-0.317647059,0.245098039,0.562745098,0.000541418,0.16857756,0.028418394,116.4029412,10.1539413,-0.296210503,-0.202924257,-0.582352941,0.482352941,1.064705882,4.64E-05,0.057831539,0.003344487,13.6990273,10.07245764,0.39208388,0.905595862,-0.237254902,0.264705882,0.501960784
linen,44-scale_2_im_6_grey.png,0.929812921,0.230144189,0.052966348,3758.155433,9.532393737,0.453018043,-0.290521627,0.374509804,1.654901961,1.280392157,0.001300169,0.153605355,0.023594605,96.65042676,10.43235253,-0.692054168,0.108425932,-0.580392157,0.417647059,0.998039216,0.000434666,0.115841445,0.01341924,54.96598231,9.674861167,-0.223820559,0.808455967,-0.501960784,0.541176471,1.043137255,-0.000272863,0.070757658,0.005006646,20.50752787,10.26995543,0.381703453,1.625878524,-0.3,0.368627451,0.668627451
linen,44-scale_2_im_7_grey.png,1.124087106,0.165063845,0.027246073,5287.190092,9.07768026,0.079510803,-0.414281129,0.652941176,1.625490196,0.97254902,0.000117283,0.077777705,0.006049371,24.77828143,9.745769446,0.007367228,-0.453893251,-0.249019608,0.249019608,0.498039216,-0.000874598,0.0993865,0.009877676,40.46209535,9.425939653,0.433763648,0.006695112,-0.321568627,0.356862745,0.678431373,4.83E-05,0.034787041,0.001210138,4.956735871,9.325083391,-0.255089262,0.850280589,-0.17254902,0.137254902,0.309803922
linen,44-scale_2_im_8_grey.png,1.019028608,0.155911117,0.024308276,4352.932165,9.043351096,-0.149292264,-0.28616478,0.537254902,1.423529412,0.88627451,0.000252757,0.07772241,0.006040773,24.74326797,9.752037012,0.06838898,-0.608002341,-0.211764706,0.250980392,0.462745098,0.000378179,0.09397686,0.00883165,36.17502499,9.423264505,0.147167744,-0.395089181,-0.292156863,0.32745098,0.619607843,-0.000120634,0.031547753,0.000995261,4.076647443,9.3670362,-0.098793437,0.709886457,-0.135294118,0.137254902,0.27254902
linen,44-scale_2_im_9_grey.png,1.081471163,0.222274181,0.049405812,4992.965375,9.462925065,-0.017200606,-0.535864343,0.378431373,1.778431373,1.4,0.001165173,0.124829876,0.015582498,63.83147251,10.26366892,-0.196582703,-0.567502395,-0.401960784,0.4,0.801960784,-0.000831993,0.110442645,0.012197578,49.9641138,9.586141495,0.431117606,0.615306931,-0.401960784,0.556862745,0.958823529,0.00019244,0.047665293,0.00227198,9.306182238,9.947754029,-0.199048094,1.003092138,-0.22745098,0.201960784,0.429411765
linen,44-scale_3_im_1_grey.png,1.108765606,0.174728598,0.030530083,5160.514567,9.172819664,-0.17725375,-0.429796626,0.596078431,1.615686275,1.019607843,-0.000516525,0.126221559,0.015931882,65.25808151,10.25716158,-0.092861149,-0.823920229,-0.378431373,0.315686275,0.694117647,0.001237458,0.114428484,0.013093878,53.63879662,9.652193,0.037912516,-0.41538647,-0.345098039,0.321568627,0.666666667,0.000738645,0.055512421,0.003081629,12.6245867,10.01191716,0.075421621,0.57843521,-0.217647059,0.223529412,0.441176471
linen,44-scale_3_im_2_grey.png,0.91981273,0.166144834,0.027604106,3578.509573,9.203613291,-0.173092031,-0.392741903,0.433333333,1.450980392,1.017647059,0.000278608,0.093273659,0.008699975,35.63541715,10.18655255,-0.02753443,-0.604718993,-0.325490196,0.276470588,0.601960784,0.003354779,0.147243622,0.021680684,88.8501807,10.01030814,-0.180371515,-0.586901307,-0.42745098,0.498039216,0.925490196,-3.54E-05,0.056292858,0.003168886,12.97976163,10.08971826,-0.128425436,0.825485183,-0.276470588,0.215686275,0.492156863
linen,44-scale_3_im_3_grey.png,1.031035061,0.253133024,0.064076328,4616.641019,9.660145606,-0.023800433,-0.658692044,0.317647059,1.723529412,1.405882353,-0.001755419,0.203500927,0.041412627,169.6387428,10.62150856,-0.409235333,-0.599808893,-0.566666667,0.570588235,1.137254902,0.000590246,0.131068145,0.017178859,70.3660323,9.835136043,0.165406406,0.441095125,-0.478431373,0.601960784,1.080392157,-0.000337489,0.087417702,0.007641855,31.30150327,10.51040159,0.098448947,0.929138912,-0.366666667,0.362745098,0.729411765
linen,44-scale_3_im_4_grey.png,1.093473307,0.172688946,0.029821472,5019.669896,9.170534226,-0.018778957,-0.404730552,0.547058824,1.598039216,1.050980392,0.001196768,0.115018645,0.013229289,54.19303345,10.25853158,-0.321255278,-0.472668989,-0.366666667,0.32745098,0.694117647,0.00153665,0.1260076,0.015877915,65.04561323,9.782216875,-0.353469361,-0.26733945,-0.41372549,0.435294118,0.849019608,0.000101486,0.06221114,0.003870226,15.8524875,10.07353856,0.346998032,0.315645686,-0.201960784,0.229411765,0.431372549
linen,44-scale_3_im_5_grey.png,0.952611826,0.200016084,0.040006434,3880.860569,9.397239559,0.273072785,-0.367876861,0.450980392,1.568627451,1.117647059,0.00061849,0.080110384,0.006417674,26.28835832,10.23813784,-0.241051666,0.004818077,-0.321568627,0.345098039,0.666666667,0.001376762,0.206552089,0.042663765,174.7585467,10.36636312,-0.190181126,-0.288049688,-0.623529412,0.58627451,1.209803922,0.00050743,0.0692377,0.004793859,19.63670127,10.29187302,0.074177808,0.683582163,-0.292156863,0.352941176,0.645098039
linen,44-scale_3_im_6_grey.png,1.026289637,0.23257185,0.054089665,4535.746905,9.586913508,0.220653165,-0.493293178,0.431372549,1.696078431,1.264705882,-0.00011106,0.191225977,0.036567374,149.7800154,10.61092382,-0.442128395,-0.484182834,-0.574509804,0.476470588,1.050980392,-0.001514629,0.135199002,0.01827877,74.87923875,9.904966698,-0.146533574,0.340066131,-0.623529412,0.474509804,1.098039216,-0.000148399,0.082773078,0.006851382,28.06335256,10.45118952,0.332055635,0.838072123,-0.290196078,0.341176471,0.631372549
linen,44-scale_3_im_7_grey.png,0.99394627,0.16186067,0.026198877,4153.868551,9.153571037,0.192379701,-0.372975852,0.523529412,1.552941176,1.029411765,0.000910501,0.094657748,0.008960089,36.70392157,10.15839461,-0.042917082,-0.405819721,-0.305882353,0.331372549,0.637254902,-0.001459099,0.13255558,0.017570982,71.97946175,9.831859773,0.367389279,-0.186828557,-0.384313725,0.450980392,0.835294118,-0.000312117,0.059337413,0.003520929,14.42212226,10.05869428,-0.25159332,0.972913693,-0.266666667,0.290196078,0.556862745
