category,filename,LL_Mean,LL_Std_Dev,LL_Variance,LL_Energy,LL_Entropy,LL_Contrast,LL_Homogeneity,LH_Mean,LH_Std_Dev,LH_Variance,LH_Energy,LH_Entropy,LH_Contrast,LH_Homogeneity,HL_Mean,HL_Std_Dev,HL_Variance,HL_Energy,HL_Entropy,HL_Contrast,HL_Homogeneity,HH_Mean,HH_Std_Dev,HH_Variance,HH_Energy,HH_Entropy,HH_Contrast,HH_Homogeneity,LL_LH_Correlation,LL_HL_Correlation,LL_HH_Correlation,LH_HL_Correlation,LH_HH_Correlation,HL_HH_Correlation
corduroy,42-scale_8_im_6_grey.png,1.015068742,0.1559851,0.024331352,17280.13768,9.231606079,0.1559851,0.976246601,-3.79E-19,0.110646994,0.012242757,200.5853364,10.73872369,0.110646994,0.987905315,-3.73E-20,0.114511598,0.013112906,214.8418531,9.920808365,0.114511598,0.987056817,8.30E-20,0.072678172,0.005282117,86.54219915,10.52776211,0.072678172,0.994745638,-1.44E-17,3.99E-18,0.014404417,-0.012888243,5.22E-19,-4.38E-18
corduroy,42-scale_8_im_7_grey.png,0.93890692,0.123717571,0.015306037,14694.02714,8.883551054,0.123717571,0.984924706,0,0.025984429,0.000675191,11.06232218,8.732236054,0.025984429,0.999325265,-6.78E-20,0.095601341,0.009139616,149.7434756,9.347206549,0.095601341,0.99094316,-1.68E-20,0.020699462,0.000428468,7.020015379,8.594237127,0.020699462,0.999571716,3.16E-18,-5.09E-19,0.078186847,-0.080602216,9.15E-19,-4.28E-19
corduroy,42-scale_8_im_8_grey.png,0.912774778,0.13443653,0.01807318,13946.5683,8.966990305,0.13443653,0.982247661,-1.08E-19,0.024161511,0.000583779,9.564628989,8.692862516,0.024161511,0.999416562,-7.45E-20,0.10312247,0.010634244,174.2314494,9.550607839,0.10312247,0.989477653,2.48E-20,0.020755694,0.000430799,7.058208381,8.610457572,0.020755694,0.999569387,-4.17E-18,-1.77E-18,0.093574051,-0.104793077,4.04E-19,5.94E-19
corduroy,42-scale_8_im_9_grey.png,0.979742551,0.156584366,0.024518664,16128.64111,9.216699794,0.156584366,0.976068114,-1.63E-19,0.100362623,0.010072656,165.030396,10.78004628,0.100362623,0.990027791,8.98E-20,0.133694274,0.017874159,292.8502191,10.08748387,0.133694274,0.982439716,-6.18E-20,0.071278115,0.00508057,83.24005383,10.5881132,0.071278115,0.994945112,1.29E-18,3.88E-18,0.008988463,-0.007476619,-6.03E-19,-7.11E-19
corduroy,42-scale_9_im_1_grey.png,0.913454542,0.087628707,0.00767879,13796.6058,8.47333853,0.087628707,0.992379724,8.13E-20,0.021742394,0.000472732,7.745236448,8.077321899,0.021742394,0.999527492,0,0.062602881,0.003919121,64.21087274,8.982392349,0.062602881,0.996096179,-3.18E-22,0.018154894,0.0003296,5.400169166,7.989402577,0.018154894,0.999670508,-1.78E-18,-5.46E-18,0.04877733,-0.057010711,-8.35E-19,5.96E-18
corduroy,42-scale_9_im_2_grey.png,0.880492207,0.139089346,0.019345846,13018.9291,9.003287104,0.139089346,0.981021313,0,0.025047956,0.0006274,10.27932334,8.789046352,0.025047956,0.999372993,1.86E-20,0.119811814,0.014354871,235.1902038,9.910411578,0.119811814,0.985848275,-2.96E-21,0.023391359,0.000547156,8.964598231,8.778652141,0.023391359,0.999453144,-4.38E-18,2.18E-18,0.068310307,-0.074056572,8.06E-19,-1.81E-18
corduroy,42-scale_9_im_3_grey.png,1.012457395,0.13939442,0.019430804,17113.1008,9.071292734,0.13939442,0.980939555,-2.17E-19,0.101733737,0.010349753,169.5703576,10.62621112,0.101733737,0.989756267,-5.42E-20,0.107616412,0.011581292,189.7478893,9.81891039,0.107616412,0.988551299,-3.85E-20,0.071137803,0.005060587,82.91265667,10.42260674,0.071137803,0.994964894,-9.56E-18,1.08E-18,-0.002566016,0.002324137,2.18E-20,-1.47E-17
corduroy,42-scale_9_im_4_grey.png,0.92470368,0.102132686,0.010431086,14180.48278,8.677955816,0.102132686,0.989676599,-5.42E-20,0.022988427,0.000528468,8.658415994,8.390846713,0.022988427,0.999471811,-3.73E-20,0.085046821,0.007232962,118.5048443,9.404362792,0.085046821,0.992818978,6.67E-21,0.020313413,0.000412635,6.760607459,8.32565593,0.020313413,0.999587535,-8.66E-18,7.15E-19,0.057282023,-0.060785313,-3.28E-19,4.90E-18
corduroy,42-scale_9_im_5_grey.png,0.8858858,0.203795241,0.0415325,13538.52764,9.494429201,0.203795241,0.960123664,0,0.032748402,0.001072458,17.57114956,9.666631994,0.032748402,0.998928691,1.42E-19,0.207146567,0.0429097,703.032526,10.56875863,0.207146567,0.958855786,6.35E-22,0.034675337,0.001202379,19.69977701,9.702213577,0.034675337,0.998799065,-1.16E-18,7.59E-19,0.086267142,-0.089865351,5.46E-19,1.89E-18
corduroy,42-scale_9_im_6_grey.png,0.99128035,0.132032401,0.017432555,16385.1352,8.995838264,0.132032401,0.982866132,0,0.081393341,0.006624876,108.5419685,10.38991542,0.081393341,0.993418724,-1.63E-19,0.11599101,0.013453914,220.428935,9.912581157,0.11599101,0.98672469,2.54E-20,0.057832219,0.003344566,54.79736255,10.21593277,0.057832219,0.996666583,-2.52E-18,1.71E-18,-0.002123389,0.001717382,2.85E-19,-3.24E-19
corduroy,42-scale_9_im_7_grey.png,0.953945025,0.118719064,0.014094216,15140.54168,8.85400254,0.118719064,0.98610167,-2.71E-20,0.021973363,0.000482829,7.910665129,8.468973448,0.021973363,0.999517404,-4.74E-20,0.105506072,0.011131531,182.3790081,9.503027883,0.105506072,0.988991016,3.18E-22,0.019013447,0.000361511,5.922998847,8.368560975,0.019013447,0.999638619,-2.60E-18,-1.36E-18,0.099949905,-0.097317225,-1.08E-18,4.22E-18
corduroy,42-scale_9_im_8_grey.png,0.926070868,0.1281456,0.016421295,14320.08371,8.915372901,0.1281456,0.983844008,5.42E-20,0.021503086,0.000462383,7.575678585,8.562818436,0.021503086,0.999537831,2.30E-19,0.117761376,0.013867742,227.2090811,9.740122162,0.117761376,0.986321942,5.08E-20,0.019355218,0.000374624,6.137846982,8.484312278,0.019355218,0.999625516,9.84E-18,-2.19E-18,0.116197407,-0.113813694,9.75E-19,0
corduroy,42-scale_9_im_9_grey.png,0.996268478,0.156541801,0.024505336,16663.44904,9.23850001,0.156541801,0.976080812,-1.08E-19,0.090493189,0.008189017,134.1688581,10.65965534,0.090493189,0.991877498,8.13E-20,0.145918012,0.021292066,348.8492118,10.17553542,0.145918012,0.979151834,-3.47E-20,0.065918074,0.004345193,71.19163399,10.46523766,0.065918074,0.995673607,8.61E-18,-2.79E-19,0.006946391,-0.005428368,-5.33E-19,3.87E-18
linen,44-scale_1_im_1_grey.png,1.088812136,0.124781848,0.01557051,19678.53367,8.792099914,0.124781848,0.984668214,2.71E-20,0.04327499,0.001872725,30.68272203,8.814798133,0.04327499,0.998130776,0,0.029460616,0.000867928,14.22013072,7.768212449,0.029460616,0.999132825,1.22E-20,0.008822253,7.78E-05,1.275201845,7.582864903,0.008822253,0.999922174,-8.47E-18,-3.29E-18,0.066551583,-0.057465938,-1.29E-18,3.26E-18
linen,44-scale_1_im_2_grey.png,1.021826651,0.110199634,0.012143959,17305.9877,8.694636384,0.110199634,0.988001747,-1.08E-19,0.035081704,0.001230726,20.16421376,8.516956414,0.035081704,0.998770787,0,0.036230597,0.001312656,21.50655902,8.221994934,0.036230597,0.998689065,-8.58E-21,0.008543346,7.30E-05,1.195847751,7.479756016,0.008543346,0.999927017,-3.51E-18,-1.06E-18,0.037631454,-0.027874235,-2.05E-18,1.37E-17
linen,44-scale_1_im_3_grey.png,1.167703068,0.169665223,0.028786288,22811.7175,9.224746581,0.169665223,0.972019176,5.42E-20,0.060052923,0.003606354,59.0864975,9.442009124,0.060052923,0.996406605,0,0.037077629,0.001374751,22.52391388,8.080598978,0.037077629,0.998627137,-2.20E-20,0.012844155,0.000164972,2.702906574,8.322951203,0.012844155,0.999835055,7.65E-18,-1.54E-18,0.058336914,-0.05709469,-9.71E-19,1.85E-17
linen,44-scale_1_im_4_grey.png,0.946282839,0.173720617,0.030178853,15165.52298,9.37030526,0.173720617,0.97070523,-5.42E-20,0.079240735,0.006279094,102.8766782,10.05429912,0.079240735,0.993760087,2.37E-20,0.07788165,0.006065551,99.37799308,9.301010685,0.07788165,0.993971018,6.78E-21,0.030250097,0.000915068,14.99247982,9.588785969,0.030250097,0.999085768,-1.48E-18,1.50E-18,0.123648163,-0.105288797,1.50E-18,8.00E-18
linen,44-scale_1_im_5_grey.png,0.877152746,0.172666939,0.029813872,13094.26993,9.388933727,0.172666939,0.971049262,0,0.059424931,0.003531322,57.8571857,9.880962772,0.059424931,0.996481104,1.19E-19,0.10235687,0.010476929,171.6540023,9.669711971,0.10235687,0.989631699,-2.92E-20,0.031304146,0.00097995,16.05549404,9.6125995,0.031304146,0.99902101,5.20E-18,8.61E-19,0.114656504,-0.101888243,-5.71E-19,4.42E-18
linen,44-scale_1_im_6_grey.png,0.986949487,0.20497835,0.042016124,16647.54341,9.570678688,0.20497835,0.959678048,1.08E-19,0.10541066,0.011111407,182.0492964,10.37044778,0.10541066,0.989010699,-1.69E-21,0.077636929,0.006027493,98.7544406,9.355612375,0.077636929,0.99400862,3.05E-20,0.03868177,0.001496279,24.51504037,9.959408455,0.03868177,0.998505956,9.41E-19,-3.54E-18,0.027895219,-0.027026588,-5.12E-20,-1.41E-19
linen,44-scale_1_im_7_grey.png,1.115087891,0.103157373,0.010641444,20546.55914,8.483133584,0.103157373,0.989470604,-1.36E-19,0.030138994,0.000908359,14.88255286,8.345029511,0.030138994,0.999092465,-3.39E-21,0.029578933,0.000874913,14.33457901,7.672565918,0.029578933,0.999125852,-1.69E-20,0.008786645,7.72E-05,1.264928874,7.42678668,0.008786645,0.999922801,8.58E-18,9.54E-19,-0.173830568,0.176741386,8.06E-19,-1.45E-17
linen,44-scale_1_im_8_grey.png,1.171702187,0.09710126,0.009428655,22647.84354,8.374376895,0.09710126,0.990659415,1.22E-19,0.03193184,0.001019642,16.70582084,8.431537589,0.03193184,0.998981396,0,0.027336296,0.000747273,12.2433218,7.396565993,0.027336296,0.999253285,4.98E-21,0.008194306,6.71E-05,1.100130719,7.402608417,0.008194306,0.999932858,-1.84E-17,-4.25E-18,-0.225235495,0.205310079,-3.10E-19,-2.65E-17
linen,44-scale_1_im_9_grey.png,1.213882027,0.152728627,0.023326033,24524.15463,9.047834488,0.152728627,0.977205668,-5.42E-20,0.048828989,0.00238427,39.06388312,9.162579271,0.048828989,0.997621401,3.39E-21,0.033886674,0.001148307,18.81385621,7.851860307,0.033886674,0.99885301,3.66E-20,0.011899764,0.000141604,2.320046136,8.187839306,0.011899764,0.999858416,6.99E-18,1.85E-18,-0.141229942,0.155123963,-2.60E-19,6.37E-18
linen,44-scale_2_im_1_grey.png,1.048749138,0.165711164,0.02746019,18470.25574,9.257128645,0.165711164,0.973273719,-5.42E-20,0.088478697,0.00782848,128.2618147,10.12812081,0.088478697,0.992232329,4.74E-20,0.079468719,0.006315277,103.469504,9.373091223,0.079468719,0.993724355,4.24E-22,0.030671664,0.000940751,15.41326413,9.602041067,0.030671664,0.999060133,-2.60E-18,3.02E-18,0.007718813,-0.005579621,-2.31E-19,-7.30E-18
linen,44-scale_2_im_2_grey.png,0.991991709,0.163913959,0.026867786,16562.83687,9.286696545,0.163913959,0.973835204,-1.08E-19,0.071675165,0.005137329,84.17000384,10.06008916,0.071675165,0.994888928,5.93E-20,0.106997947,0.011448561,187.573218,9.799328777,0.106997947,0.988681025,-3.90E-20,0.032885087,0.001081429,17.71813149,9.678940001,0.032885087,0.998919739,-3.32E-18,2.12E-18,-0.004259242,0.002993664,-3.45E-21,-1.96E-19
linen,44-scale_2_im_3_grey.png,1.068811753,0.244564496,0.059811793,19696.35912,9.805830314,0.244564496,0.94356376,5.42E-20,0.144690819,0.020935433,343.0061361,10.80894319,0.144690819,0.979493872,8.64E-20,0.100282386,0.010056557,164.7666282,9.733036735,0.100282386,0.990043571,1.11E-19,0.049720857,0.002472164,40.50392926,10.42407678,0.049720857,0.997533933,-4.36E-18,2.40E-18,-0.002786756,0.002335422,2.08E-19,4.93E-18
linen,44-scale_2_im_4_grey.png,0.889335363,0.189177384,0.035788083,13544.74243,9.48717362,0.189177384,0.965448451,0,0.109352151,0.011957893,195.9181161,10.66213978,0.109352151,0.988183409,-2.71E-20,0.118622393,0.014071272,230.5437216,9.935769315,0.118622393,0.986123981,-1.12E-19,0.058269985,0.003395391,55.63008843,10.47312865,0.058269985,0.996616099,-3.44E-18,3.12E-18,0.12482493,-0.106077052,-7.19E-20,-5.45E-18
linen,44-scale_2_im_5_grey.png,0.915831323,0.201377989,0.040553095,14406.45294,9.600892453,0.201377989,0.961027366,-2.17E-19,0.079387835,0.006302428,103.258985,10.53940261,0.079387835,0.993737044,-2.37E-20,0.169553288,0.028748317,471.0124337,10.51747234,0.169553288,0.972055053,-9.32E-21,0.059036476,0.003485305,57.10324491,10.46540205,0.059036476,0.9965268,2.33E-18,-2.72E-18,0.11508394,-0.101645223,1.76E-20,9.84E-18
linen,44-scale_2_im_6_grey.png,0.929812921,0.228296172,0.052119142,15018.74111,9.734330784,0.228296172,0.9504627,0,0.1549562,0.024011424,393.403168,10.87885462,0.1549562,0.976551606,3.90E-20,0.116595406,0.013594489,222.732103,9.971848923,0.116595406,0.986587843,5.25E-20,0.072551627,0.005263739,86.24109189,10.72978002,0.072551627,0.994763823,-2.39E-18,3.32E-18,0.081908231,-0.075090143,1.18E-18,7.41E-18
linen,44-scale_2_im_7_grey.png,1.124087106,0.16482182,0.027166232,21147.45226,9.2310511,0.16482182,0.973552253,-1.08E-19,0.077617117,0.006024417,98.7040446,10.03363417,0.077617117,0.994011659,1.05E-19,0.099267649,0.009854066,161.4490196,9.648822186,0.099267649,0.990242089,6.56E-21,0.036596781,0.001339324,21.94349097,9.654787298,0.036596781,0.998662467,4.17E-18,-3.87E-18,-0.111848129,0.08756309,2.48E-19,-1.54E-18
linen,44-scale_2_im_8_grey.png,1.019028608,0.155102428,0.024056763,17407.60787,9.198165022,0.155102428,0.97650837,1.63E-19,0.077790075,0.006051296,99.14442907,10.05420872,0.077790075,0.993985102,9.15E-20,0.094998458,0.009024707,147.8607997,9.625632593,0.094998458,0.99105601,-6.80E-20,0.032301948,0.001043416,17.09532488,9.637041876,0.032301948,0.998957672,3.37E-18,1.28E-18,-0.169263566,0.114754585,8.63E-19,-1.79E-18
linen,44-scale_2_im_9_grey.png,1.081471163,0.222240417,0.049390803,19971.6156,9.663076041,0.222240417,0.952933833,-1.08E-19,0.124940977,0.015610248,255.7583007,10.71226798,0.124940977,0.984629687,5.08E-21,0.109635662,0.012019978,196.9353249,9.845266196,0.109635662,0.988122786,2.54E-20,0.049385473,0.002438925,39.95934641,10.35390064,0.049385473,0.997567009,4.64E-18,1.09E-18,-0.102317697,0.081981579,-4.58E-19,7.20E-18
linen,44-scale_3_im_1_grey.png,1.108765606,0.173130032,0.029974008,20632.94754,9.30376338,0.173130032,0.970898287,2.17E-19,0.127865781,0.016349658,267.8727951,10.67461013,0.127865781,0.983913353,-6.78E-21,0.114518504,0.013114488,214.8677662,9.899240418,0.114518504,0.987055276,-6.48E-20,0.056583232,0.003201662,52.4560323,10.37305109,0.056583232,0.996808556,5.51E-18,-9.64E-19,0.008564687,-0.005729829,8.26E-20,1.18E-18
linen,44-scale_3_im_2_grey.png,0.91981273,0.165194916,0.02728936,14308.8815,9.344536247,0.165194916,0.973435566,-2.71E-20,0.092659228,0.008585733,140.6686428,10.54774936,0.092659228,0.991487355,-1.86E-20,0.148268382,0.021983513,360.1778777,10.31074864,0.148268382,0.978489366,3.94E-20,0.05750112,0.003306379,54.17171088,10.46118,0.05750112,0.996704517,-6.59E-18,-1.91E-20,-0.007541875,0.005214529,4.85E-19,-4.02E-18
linen,44-scale_3_im_3_grey.png,1.031035061,0.252351414,0.063681236,18460.0909,9.866037538,0.252351414,0.940131278,-6.51E-19,0.202427476,0.040976883,671.3652518,11.12658351,0.202427476,0.960636126,-7.45E-20,0.132666578,0.017600421,288.365298,10.17651756,0.132666578,0.982703996,-2.41E-19,0.089747824,0.008054672,131.9677432,10.96342072,0.089747824,0.992009688,-3.58E-18,-1.60E-18,0.014801202,-0.01248233,-5.79E-19,8.39E-18
linen,44-scale_3_im_4_grey.png,1.093473307,0.170947897,0.029223183,20068.87722,9.308803135,0.170947897,0.971606563,1.63E-19,0.116328816,0.013532393,221.7147328,10.66396235,0.116328816,0.986648287,1.52E-19,0.127647917,0.016293991,266.9607459,10.05390046,0.127647917,0.983967247,4.07E-20,0.061262863,0.003753138,61.49141869,10.43534932,0.061262863,0.996260895,5.62E-18,-2.69E-18,0.12779007,-0.090127457,-2.38E-21,-4.33E-19
linen,44-scale_3_im_5_grey.png,0.952611826,0.197938694,0.039179726,15509.8975,9.592316856,0.197938694,0.962297449,3.52E-19,0.080814069,0.006530914,107.0024913,10.70408061,0.080814069,0.993511462,1.17E-19,0.208164041,0.043332268,709.9558785,10.80453224,0.208164041,0.958467432,-4.76E-20,0.069579877,0.004841359,79.32083045,10.67791783,0.069579877,0.995181967,7.41E-19,3.20E-18,0.122939392,-0.100649757,2.75E-19,3.04E-18
linen,44-scale_3_im_6_grey.png,1.026289637,0.236365608,0.055868701,18172.13533,9.793237367,0.236365608,0.947087455,0,0.187762496,0.035254755,577.6139023,11.06352685,0.187762496,0.965945817,-4.07E-20,0.132615275,0.017586811,288.1423145,10.17861928,0.132615275,0.982717139,-1.11E-19,0.084138303,0.007079254,115.9864975,10.8979226,0.084138303,0.99297051,-1.65E-18,1.36E-18,0.155643634,-0.124310266,5.16E-19,1.28E-17
linen,44-scale_3_im_7_grey.png,0.99394627,0.161489106,0.026078731,16613.50574,9.288226045,0.161489106,0.974584083,-5.42E-20,0.095529933,0.009125968,149.5198616,10.53406848,0.095529933,0.990956562,3.90E-20,0.132123697,0.017456671,286.0101038,10.12067085,0.132123697,0.982842836,2.33E-20,0.059937974,0.003592561,58.86051519,10.41982587,0.059937974,0.9964203,-8.07E-18,-4.67E-18,-0.104248385,0.079945576,-4.94E-19,-4.28E-18
linen,44-scale_3_im_8_grey.png,1.077385876,0.151475002,0.022944676,19393.82276,9.13973499,0.151475002,0.977569974,-9.49E-20,0.103628136,0.010738791,175.9443445,10.49501509,0.103628136,0.989375306,2.03E-20,0.120418338,0.014500576,237.5774394,9.966041062,0.120418338,0.985706685,-5.08E-21,0.054057151,0.002922176,47.87692426,10.26867482,0.054057151,0.997086339,-7.77E-18,3.41E-18,-0.130637177,0.085721664,-9.58E-19,4.03E-18
linen,44-scale_3_im_9_grey.png,1.04985543,0.222311017,0.049422188,18868.11935,9.691524845,0.222311017,0.952905333,-7.05E-19,0.162501944,0.026406882,432.6503499,10.99064442,0.162501944,0.974272501,-1.69E-19,0.142772432,0.020383967,333.9709189,10.26159324,0.142772432,0.980023238,-5.42E-20,0.081602229,0.006658924,109.0998078,10.86453073,0.081602229,0.993385124,6.10E-18,2.47E-18,-0.096291762,0.075292068,-1.22E-19,2.91E-18
linen,44-scale_4_im_1_grey.png,1.242339729,0.148983042,0.022195947,25650.85509,9.051432156,0.148983042,0.978286016,0,0.142041918,0.020175907,330.5620531,10.75532709,0.142041918,0.98022311,-9.49E-20,0.115766951,0.013401987,219.5781546,9.719647186,0.115766951,0.986775251,-8.85E-20,0.05919727,0.003504317,57.41472511,10.44055624,0.05919727,0.996507921,1.15E-17,-3.37E-18,-0.005124198,0.002748295,-1.46E-19,1.06E-17
linen,44-scale_4_im_2_grey.png,0.961771886,0.145869644,0.021277953,15503.90255,9.157408274,0.145869644,0.979165365,2.44E-19,0.09833323,0.009669424,158.4238447,10.58518198,0.09833323,0.990423178,1.14E-19,0.160189103,0.025660549,420.4224298,10.37676194,0.160189103,0.974981441,1.32E-19,0.063455173,0.004026559,65.97114187,10.5420668,0.063455173,0.995989589,5.05E-18,1.53E-19,-0.027581526,0.016207535,8.95E-19,-3.00E-18
linen,44-scale_4_im_3_grey.png,1.107778033,0.218344307,0.047674236,20887.08353,9.642540781,0.218344307,0.954495172,-4.88E-19,0.215942373,0.046631109,764.004083,11.14368079,0.215942373,0.955446472,-1.36E-19,0.133097677,0.017714992,290.2424221,10.14357244,0.133097677,0.982593367,-1.95E-19,0.094688879,0.008965984,146.8986774,11.00212619,0.094688879,0.991113691,-3.88E-18,2.57E-18,0.027190906,-0.019559429,-3.53E-19,1.29E-17
linen,44-scale_4_im_4_grey.png,1.063660386,0.145691449,0.021225998,18884.18882,9.112929844,0.145691449,0.97921518,-1.63E-19,0.118122921,0.013953024,228.6063514,10.64364834,0.118122921,0.986238983,4.74E-20,0.128405242,0.016487906,270.1378547,10.05182231,0.128405242,0.983779535,3.90E-20,0.066178825,0.004379637,71.75597078,10.50593405,0.066178825,0.995639461,-6.10E-18,2.09E-18,0.141297734,-0.089819655,-2.99E-19,5.18E-18
linen,44-scale_4_im_5_grey.png,0.897763002,0.172168124,0.029641863,13690.80251,9.432861434,0.172168124,0.971211482,1.90E-19,0.081170197,0.006588601,107.9476355,10.69873822,0.081170197,0.993454525,-1.36E-19,0.209729944,0.043986649,720.6772626,10.74993486,0.209729944,0.957866655,1.69E-19,0.076180093,0.005803407,95.08301423,10.7435508,0.076180093,0.994230079,-3.64E-19,2.32E-19,0.151785953,-0.116941536,-2.31E-19,-1.25E-18
linen,44-scale_4_im_6_grey.png,1.096753887,0.206016165,0.04244266,20403.1877,9.586022385,0.206016165,0.959285377,-2.71E-19,0.204341698,0.04175553,684.122599,11.080551,0.204341698,0.959918111,3.39E-20,0.137796748,0.018987944,311.0984698,10.21512717,0.137796748,0.98136588,5.42E-20,0.091483161,0.008369169,137.1204614,10.92774019,0.091483161,0.991700293,-1.85E-18,-7.63E-20,0.201671031,-0.1349864,6.52E-20,6.65E-18
linen,44-scale_4_im_7_grey.png,1.101868394,0.144259505,0.020810805,20233.0073,9.052441112,0.144259505,0.979613455,1.08E-19,0.103255513,0.010661701,174.6813072,10.52708008,0.103255513,0.989450772,8.47E-20,0.135480373,0.018354931,300.7271972,10.12442397,0.135480373,0.9819759,-5.42E-20,0.06637612,0.004405789,72.18445213,10.38886131,0.06637612,0.995613537,-8.30E-18,-4.21E-18,-0.145810759,0.099805906,-4.56E-19,-9.23E-18
linen,44-scale_4_im_8_grey.png,1.132111194,0.132119812,0.017455645,21284.96887,8.894748267,0.132119812,0.982843827,1.36E-19,0.114917527,0.013206038,216.3677278,10.57543406,0.114917527,0.986966088,-6.10E-20,0.122388925,0.014979049,245.4167397,9.909619715,0.122388925,0.985242012,-5.59E-20,0.057827561,0.003344027,54.78853518,10.32691734,0.057827561,0.996667118,2.23E-18,5.08E-18,-0.16088915,0.087397938,-5.13E-19,-4.55E-18
linen,44-scale_4_im_9_grey.png,1.085830748,0.19055201,0.036310069,19912.1057,9.479534673,0.19055201,0.964962158,-5.42E-20,0.178952389,0.032023958,524.6805229,11.02526244,0.178952389,0.968969754,8.64E-20,0.13750556,0.018907779,309.7850519,10.16526993,0.13750556,0.981443091,2.46E-20,0.091157645,0.008309716,136.1463899,10.94534154,0.091157645,0.991758766,3.97E-19,1.00E-19,-0.125646068,0.088694721,1.22E-18,-6.62E-18
linen,44-scale_5_im_1_grey.png,1.129975203,0.122816049,0.015083782,21166.94411,8.784656879,0.122816049,0.985140358,-6.51E-19,0.139566672,0.019478856,319.1415763,10.66402382,0.139566672,0.98089332,-3.39E-21,0.113704991,0.012928825,211.825867,9.784699263,0.113704991,0.987236196,9.95E-21,0.060901076,0.003708941,60.7672895,10.43805287,0.060901076,0.996304764,9.49E-18,1.99E-18,0.030150956,-0.014210846,-3.44E-21,7.83E-18
linen,44-scale_5_im_2_grey.png,1.059367341,0.117080978,0.013707955,18611.68526,8.763212527,0.117080978,0.986477412,8.13E-20,0.106041899,0.011244884,184.2361861,10.55589123,0.106041899,0.988880157,1.69E-19,0.147749349,0.02182987,357.6605921,10.21600687,0.147749349,0.978636492,1.27E-21,0.064864097,0.004207351,68.93324106,10.46040679,0.064864097,0.995810276,-3.96E-18,-8.20E-18,-0.081538003,0.039522801,6.05E-19,-2.47E-18
linen,44-scale_5_im_3_grey.png,1.127654431,0.172140544,0.029632367,21319.46508,9.303411208,0.172140544,0.97122044,-7.05E-19,0.20636113,0.042584916,697.7112649,11.02845906,0.20636113,0.959154487,3.05E-20,0.129659748,0.01681165,275.4420761,10.06418382,0.129659748,0.983466308,8.47E-21,0.093393746,0.008722392,142.9076663,10.94839652,0.093393746,0.991353031,5.68E-18,-4.25E-19,0.072464818,-0.043540669,-1.42E-19,7.27E-18
linen,44-scale_5_im_4_grey.png,1.146885532,0.114167795,0.013034285,21764.18952,8.665656592,0.114167795,0.987133421,9.76E-19,0.112739414,0.012710175,208.243514,10.51953126,0.112739414,0.987449346,1.02E-19,0.10839209,0.011748845,192.4930796,9.630077958,0.10839209,0.988387587,-1.65E-20,0.063326839,0.004010289,65.70456747,10.310084,0.063326839,0.99600573,-2.11E-18,1.99E-18,0.153836086,-0.091015694,-3.20E-19,-1.15E-17
linen,44-scale_5_im_5_grey.png,1.039137178,0.15476127,0.023951051,18083.95676,9.230142158,0.15476127,0.976609184,-6.78E-20,0.085697994,0.007344146,120.3264898,10.71212652,0.085697994,0.992709397,1.73E-19,0.204217246,0.041704684,683.2895348,10.76899205,0.204217246,0.959964965,1.65E-19,0.092745625,0.008601751,140.931088,10.77869987,0.092745625,0.991471608,-2.55E-19,-3.40E-18,0.175563636,-0.143988304,-2.05E-19,-6.93E-19
linen,44-scale_5_im_6_grey.png,1.062358781,0.173790529,0.030203148,18985.93203,9.363373977,0.173790529,0.970682338,-2.17E-19,0.205991008,0.042432295,695.2107266,11.06784545,0.205991008,0.959294915,-1.59E-19,0.139535135,0.019470054,318.9973626,10.23138478,0.139535135,0.980901789,2.55E-19,0.099651554,0.009930432,162.7001999,10.96107842,0.099651554,0.990167212,5.68E-19,-1.52E-18,0.255519098,-0.153957803,7.72E-19,1.15E-17
linen,44-scale_5_im_7_grey.png,1.14646762,0.121895516,0.014858517,21778.375,8.774565265,0.121895516,0.985359026,0,0.104315887,0.010881804,178.2874817,10.51373237,0.104315887,0.989235335,3.73E-20,0.130791792,0.017106493,280.2727797,9.965841309,0.130791792,0.983181217,8.13E-20,0.073043999,0.005335426,87.41561707,10.3893344,0.073043999,0.99469289,-6.39E-18,-6.97E-18,-0.18301546,0.11943431,2.16E-19,2.48E-18
linen,44-scale_5_im_8_grey.png,1.161129462,0.107706803,0.011600755,22279.3299,8.578847017,0.107706803,0.988532279,-2.71E-19,0.121262212,0.014704524,240.9189235,10.55550342,0.121262212,0.985508566,-1.36E-19,0.116720121,0.013623587,223.2088428,9.73371369,0.116720121,0.986559521,-3.98E-20,0.060992835,0.003720126,60.9505421,10.33795254,0.060992835,0.996293662,-1.30E-18,2.12E-18,-0.237814069,0.110379463,-3.37E-19,4.76E-19
linen,44-scale_5_im_9_grey.png,1.042756683,0.156943558,0.02463128,18218.56202,9.240568978,0.156943558,0.975960835,3.79E-19,0.175944301,0.030956397,507.1896117,10.9204134,0.175944301,0.969973127,1.49E-19,0.127019157,0.016133866,264.3372626,10.06308179,0.127019157,0.984122303,2.15E-19,0.089185431,0.007954041,130.3190081,10.8390358,0.089185431,0.992108726,4.42E-18,3.67E-18,-0.13786279,0.086345566,9.24E-19,2.39E-18
