category,filename,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_Entropy,GLCM_Mean,GLCM_Std_Dev,GLCM_Variance,DWT_DWT_LL_Mean,DWT_DWT_LL_Std_Dev,DWT_DWT_LL_Variance,DWT_DWT_LL_Energy,DWT_DWT_LL_Entropy,DWT_DWT_LL_Contrast,DWT_DWT_LL_Homogeneity,DWT_DWT_LH_Mean,DWT_DWT_LH_Std_Dev,DWT_DWT_LH_Variance,DWT_DWT_LH_Energy,DWT_DWT_LH_Entropy,DWT_DWT_LH_Contrast,DWT_DWT_LH_Homogeneity,DWT_DWT_HL_Mean,DWT_DWT_HL_Std_Dev,DWT_DWT_HL_Variance,DWT_DWT_HL_Energy,DWT_DWT_HL_Entropy,DWT_DWT_HL_Contrast,DWT_DWT_HL_Homogeneity,DWT_DWT_HH_Mean,DWT_DWT_HH_Std_Dev,DWT_DWT_HH_Variance,DWT_DWT_HH_Energy,DWT_DWT_HH_Entropy,DWT_DWT_HH_Contrast,DWT_DWT_HH_Homogeneity,SWT_SWT_LL_Mean,SWT_SWT_LL_Std_Dev,SWT_SWT_LL_Variance,SWT_SWT_LL_Energy,SWT_SWT_LL_Entropy,SWT_SWT_LL_Contrast,SWT_SWT_LL_Homogeneity,SWT_SWT_LH_Mean,SWT_SWT_LH_Std_Dev,SWT_SWT_LH_Variance,SWT_SWT_LH_Energy,SWT_SWT_LH_Entropy,SWT_SWT_LH_Contrast,SWT_SWT_LH_Homogeneity,SWT_SWT_HL_Mean,SWT_SWT_HL_Std_Dev,SWT_SWT_HL_Variance,SWT_SWT_HL_Energy,SWT_SWT_HL_Entropy,SWT_SWT_HL_Contrast,SWT_SWT_HL_Homogeneity,SWT_SWT_HH_Mean,SWT_SWT_HH_Std_Dev,SWT_SWT_HH_Variance,SWT_SWT_HH_Energy,SWT_SWT_HH_Entropy,SWT_SWT_HH_Contrast,SWT_SWT_HH_Homogeneity
sponge,21-scale_8_im_4_grey.png,68.48747762,0.171794672,0.124070046,0.303541539,5.870732873,124.6801147,8.624541716,74.38271981,0.977883253,0.052577662,0.002764411,3928.146194,7.652575645,0.052577662,0.99724321,-1.29E-05,0.026806194,0.000718572,2.943271819,8.095277712,0.026806194,0.999281944,0.001232671,0.026889985,0.000723071,2.967923875,7.656724708,0.026889985,0.999277451,-0.000127815,0.019184588,0.000368048,1.507593233,7.887109114,0.019184588,0.999632087,0.977883253,0.052547844,0.002761276,15712.53342,7.724796096,0.052547844,0.997246328,-1.08E-19,0.026496399,0.000702059,11.50253749,8.207387521,0.026496399,0.999298433,0,0.027237821,0.000741899,12.15527105,7.753906963,0.027237821,0.999258651,1.07E-20,0.019245891,0.000370404,6.068704344,8.001211211,0.019245891,0.999629733
sponge,21-scale_8_im_5_grey.png,231.3447876,0.086949357,0.112510468,0.241501705,6.071006362,119.9257813,15.58824535,242.9933929,0.940594363,0.098329319,0.009668655,3663.406736,8.458276444,0.098329319,0.990423933,0.000406901,0.039100719,0.001528866,6.262914264,8.872429833,0.039100719,0.998473468,0.001934934,0.052359878,0.002741557,11.24475202,8.576157603,0.052359878,0.997265939,-0.000356158,0.031695049,0.001004576,4.11526336,8.799618374,0.031695049,0.998996432,0.940594363,0.097685834,0.009542522,14651.56038,8.579397216,0.097685834,0.990547677,1.36E-19,0.039963196,0.001597057,26.16618224,9.112560075,0.039963196,0.99840549,5.59E-20,0.053124223,0.002822183,46.23864667,8.761597879,0.053124223,0.997185759,6.35E-21,0.031399495,0.000985928,16.15344867,8.988717238,0.031399495,0.999015043
sponge,21-scale_8_im_6_grey.png,447.1570435,0.065203632,0.109536512,0.365845425,6.124741607,120.057251,20.98675744,440.443988,0.941625498,0.123432147,0.015235495,3694.158124,8.737007523,0.123432147,0.984993142,0.000332223,0.06856863,0.004701657,19.25843906,9.698972518,0.06856863,0.995320345,0.00195504,0.069097246,0.004774429,19.57171857,9.040835879,0.069097246,0.995248257,-0.000294884,0.048767036,0.002378224,9.741560938,9.608430392,0.048767036,0.997627419,0.941625498,0.122553277,0.015019306,14773.09045,8.854093718,0.122553277,0.985202936,0,0.070226239,0.004931725,80.80137639,10.00961442,0.070226239,0.995092478,5.08E-21,0.069351468,0.004809626,78.80091503,9.198742816,0.069351468,0.995213396,3.56E-20,0.04830288,0.002333168,38.22662822,9.873541948,0.04830288,0.997672263
sponge,21-scale_8_im_7_grey.png,61.70530192,0.179923878,0.124801597,0.29548159,5.855779707,125.7703247,8.343240606,69.60966381,0.986433919,0.051670872,0.002669879,3996.556313,7.637986648,0.051670872,0.99733723,0.000170898,0.02540909,0.000645622,2.644586697,8.062461401,0.02540909,0.999354795,-0.000252279,0.025115546,0.000630791,2.583979239,7.605879259,0.025115546,0.999369607,7.71E-05,0.018320327,0.000335634,1.374782776,7.769127567,0.018320327,0.999664478,0.986433919,0.051246567,0.002626211,15985.50979,7.686238362,0.051246567,0.997380668,2.71E-20,0.025404769,0.000645402,10.57427143,8.150075908,0.025404769,0.999355014,0,0.025710517,0.000661031,10.8303268,7.696986704,0.025710517,0.999339406,-1.15E-20,0.018691739,0.000349381,5.7242599,7.930590574,0.018691739,0.999650741
sponge,21-scale_8_im_8_grey.png,53.12427775,0.19412763,0.128691231,0.277871645,5.792074844,129.482666,7.021690886,49.30414289,1.015550322,0.041798315,0.001747099,4231.534817,7.260805014,0.041798315,0.998255948,-5.07E-05,0.020914797,0.000437429,1.79171857,7.844556251,0.020914797,0.999562763,-4.79E-06,0.024061814,0.000578971,2.371464821,7.470733569,0.024061814,0.999421364,-3.45E-05,0.016414386,0.000269432,1.103598616,7.659940489,0.016414386,0.999730641,1.015550322,0.041544432,0.00172594,16925.7926,7.304151243,0.041544432,0.998277034,0,0.021247781,0.000451468,7.396855056,7.951149253,0.021247781,0.999548736,0,0.024163852,0.000583892,9.566482122,7.558256854,0.024163852,0.999416449,6.99E-21,0.016481348,0.000271635,4.450465206,7.790352596,0.016481348,0.999728439
sponge,21-scale_8_im_9_grey.png,530.3071798,0.056041816,0.109204074,0.369793995,6.13084523,118.8624878,22.93049959,525.8078116,0.932254806,0.133381948,0.017790744,3632.700488,8.826953275,0.133381948,0.982520234,-0.000281958,0.07841852,0.006149464,25.18853133,9.836341243,0.07841852,0.993888121,-0.000594076,0.073961665,0.005470328,22.4079085,9.126634249,0.073961665,0.994559434,-0.000672583,0.054162188,0.002933543,12.01764321,9.755460538,0.054162188,0.997075038,0.932254806,0.132682372,0.017604612,14527.75236,8.961848545,0.132682372,0.982699949,-1.36E-19,0.079531225,0.006325216,103.6323337,10.19194085,0.079531225,0.993714541,5.08E-21,0.074027485,0.005480069,89.78544406,9.313548152,0.074027485,0.994549799,-7.92E-20,0.054176262,0.002935067,48.08814302,10.08324804,0.054176262,0.997073522
sponge,21-scale_9_im_1_grey.png,59.29805501,0.183400023,0.12639298,0.306583392,5.83499224,125.8314209,7.687739709,59.10134183,0.986913105,0.045439579,0.002064755,3997.950903,7.3749765,0.045439579,0.997939499,-0.000656786,0.025325475,0.00064138,2.628858131,8.049015032,0.025325475,0.999359031,-4.12E-05,0.024477311,0.000599139,2.4540792,7.568131607,0.024477311,0.99940122,-6.89E-05,0.018163033,0.000329896,1.351272587,7.871097177,0.018163033,0.999670213,0.986913105,0.044953128,0.002020784,15991.08318,7.436637166,0.044953128,0.997983292,-5.42E-20,0.025870146,0.000669264,10.96522876,8.193426289,0.025870146,0.999331183,0,0.024758655,0.000612991,10.04324491,7.656180097,0.024758655,0.999387385,1.72E-20,0.018236451,0.000332568,5.448796617,7.954392006,0.018236451,0.999667542
sponge,21-scale_9_im_2_grey.png,120.6245321,0.127130107,0.116946166,0.254789066,5.991627999,122.6611938,12.09724263,146.3432792,0.962048579,0.078964731,0.006235429,3816.541788,8.103115774,0.078964731,0.993803211,-0.000579714,0.029424607,0.000865807,3.547723952,8.334402582,0.029424607,0.999134941,0.00073673,0.037172382,0.001381786,5.662018454,8.195182879,0.037172382,0.998620121,-9.05E-05,0.022767712,0.000518369,2.123271819,8.250270848,0.022767712,0.9994819,0.962048579,0.07779267,0.006051699,15263.15693,8.177143415,0.07779267,0.993984703,0,0.031496357,0.000992021,16.25326413,8.546989596,0.031496357,0.999008963,2.20E-20,0.037860092,0.001433387,23.48460592,8.298681678,0.037860092,0.998568665,-4.13E-21,0.022916615,0.000525171,8.604405998,8.392550501,0.022916615,0.999475104
sponge,21-scale_9_im_3_grey.png,515.2046,0.058399053,0.109110381,0.341210158,6.132039698,122.4395752,22.58354468,510.0164904,0.960310394,0.129071096,0.016659348,3845.551719,8.745755308,0.129071096,0.983613638,-0.000268076,0.080825314,0.006532731,26.75836217,9.852159947,0.080825314,0.993509668,0.000996668,0.07212158,0.005201522,21.30950404,9.068935955,0.07212158,0.994825394,5.55E-05,0.054579242,0.002978894,12.20156094,9.748596464,0.054579242,0.997029954,0.960310394,0.129927038,0.016881035,15385.839,8.915948664,0.129927038,0.983399203,0,0.079314646,0.006290813,103.0686813,10.19724639,0.079314646,0.993748514,6.44E-20,0.072727171,0.005289241,86.65893118,9.251420541,0.072727171,0.994738587,-1.95E-20,0.05396734,0.002912474,47.71797001,10.04669515,0.05396734,0.997095984
sponge,21-scale_9_im_4_grey.png,66.18291219,0.173077536,0.124844288,0.302045702,5.858744176,125.692688,9.098217881,82.7775686,0.985825004,0.057700646,0.003329365,3994.33852,7.721569317,0.057700646,0.996681683,-0.001097675,0.026470187,0.000700671,2.874882737,8.13174132,0.026470187,0.99929982,0.000610352,0.026569056,0.000705915,2.89295271,7.677946553,0.026569056,0.999294583,-0.000156537,0.018828005,0.000354494,1.452106882,7.919796289,0.018828005,0.999645632,0.985825004,0.057286958,0.003281796,15976.57471,7.786016693,0.057286958,0.996728939,-1.63E-19,0.027094378,0.000734105,12.0275817,8.250641638,0.027094378,0.999266433,-3.39E-21,0.026710055,0.000713427,11.68878893,7.75721195,0.026710055,0.999287082,1.11E-20,0.019045151,0.000362718,5.942768166,8.040337862,0.019045151,0.999637414
sponge,21-scale_9_im_5_grey.png,227.220225,0.09220788,0.113218621,0.197091134,6.059574049,121.2434692,15.98831093,255.6260865,0.95092917,0.103351455,0.010681523,3747.626232,8.495690227,0.103351455,0.989431366,-0.001264265,0.037890546,0.001435693,5.887147251,8.799781004,0.037890546,0.998566365,0.001705633,0.051800411,0.002683283,11.00264129,8.59337434,0.051800411,0.997323898,-0.000259938,0.030326782,0.000919714,3.767424068,8.706550271,0.030326782,0.999081131,0.95092917,0.102515976,0.010509525,14987.68691,8.595678938,0.102515976,0.989599776,0,0.039206117,0.00153712,25.18416763,9.052792253,0.039206117,0.99846524,-4.07E-20,0.052211532,0.002726044,44.66350634,8.7456517,0.052211532,0.997281367,5.93E-20,0.030856104,0.000952099,15.59919262,8.937376743,0.030856104,0.999048806
sponge,21-scale_9_im_6_grey.png,518.7014669,0.058802525,0.109227854,0.323879162,6.129139029,120.4836426,22.35236342,499.6281504,0.944969746,0.128702322,0.016564288,3725.443514,8.776913183,0.128702322,0.983705617,0.002158969,0.07666127,0.00587695,24.09108035,9.786969843,0.07666127,0.994157386,0.000681679,0.073941927,0.005467409,22.39640907,9.104435782,0.073941927,0.994562321,0.000249885,0.053110187,0.002820692,11.55381007,9.691491792,0.053110187,0.997187242,0.944969746,0.128986585,0.016637539,14902.97421,8.935791262,0.128986585,0.983634738,1.08E-19,0.076237889,0.005812216,95.22734333,10.14887295,0.076237889,0.994221371,3.90E-20,0.073735032,0.005436855,89.07743176,9.286223765,0.073735032,0.994592545,-1.06E-20,0.053365877,0.002847917,46.66026913,9.999019134,0.053365877,0.997160171
sponge,21-scale_9_im_7_grey.png,54.63672892,0.186494274,0.126706159,0.306779376,5.825135195,128.1087646,8.313734127,69.11817513,1.004774625,0.052983806,0.002807284,4146.705736,7.598677908,0.052983806,0.997200575,-0.000668275,0.024333122,0.000592101,2.427074202,7.96971884,0.024333122,0.99940825,-0.000231694,0.023063013,0.000531903,2.178892734,7.510172096,0.023063013,0.99946838,1.24E-05,0.017888637,0.000320003,1.310734333,7.826120752,0.017888637,0.999680099,1.004774625,0.052319432,0.002737323,16585.67671,7.667773648,0.052319432,0.997270149,-1.08E-19,0.024925473,0.000621279,10.17903883,8.135710021,0.024925473,0.999379107,0,0.024036952,0.000577775,9.46626682,7.609287452,0.024036952,0.999422559,-1.62E-20,0.017759886,0.000315414,5.167735486,7.919312526,0.017759886,0.999684686
sponge,21-scale_9_im_8_grey.png,54.09569295,0.188162978,0.127763238,0.257299426,5.807765295,125.5170898,6.993829306,48.91364837,0.984447763,0.041518453,0.001723782,3976.647397,7.249252378,0.041518453,0.998279184,-0.000373392,0.021220175,0.000450296,1.844982699,7.74755013,0.021220175,0.999549907,0.000437538,0.024137881,0.000582637,2.387266436,7.533959174,0.024137881,0.999417702,0.000119677,0.015869883,0.000251853,1.031649366,7.600545426,0.015869883,0.99974821,0.984447763,0.041167595,0.001694771,15906.11427,7.320175085,0.041167595,0.998308097,0,0.021414006,0.00045856,7.513041138,7.855200669,0.021414006,0.999541651,0,0.024278734,0.000589457,9.657662438,7.62477611,0.024278734,0.99941089,-3.71E-21,0.016313367,0.000266126,4.360207612,7.721663685,0.016313367,0.999733945
sponge,21-scale_9_im_9_grey.png,586.6532491,0.054458075,0.108962471,0.330235091,6.13567129,120.7619629,23.3492736,545.1885776,0.94715265,0.133409942,0.017798213,3747.415471,8.809749659,0.133409942,0.982513024,0.001435164,0.081620049,0.006661832,27.29530181,9.917606151,0.081620049,0.993382254,0.001661114,0.076162098,0.005800665,23.77082661,9.164558363,0.076162098,0.994232788,-4.21E-05,0.057198221,0.003271637,13.40063053,9.806136597,0.057198221,0.996739032,0.94715265,0.131723792,0.017351157,14982.33733,8.943687159,0.131723792,0.982944771,2.17E-19,0.083129092,0.006910446,113.2207459,10.25709853,0.083129092,0.993136981,-6.61E-20,0.076936626,0.005919244,96.98089965,9.363092034,0.076936626,0.994115587,-5.46E-20,0.057933753,0.00335632,54.98994233,10.13535621,0.057933753,0.996654907
corduroy,42-scale_1_im_1_grey.png,25.48957316,0.195399234,0.12452328,0.777161239,5.862542447,116.6779175,15.30884317,234.3606794,0.915120921,0.117519464,0.013810824,3486.749185,8.687131968,0.117519464,0.986377316,-0.000156537,0.014155105,0.000200367,0.820803537,7.099403122,0.014155105,0.999799673,-0.000945447,0.019512317,0.00038073,1.56313341,7.247652485,0.019512317,0.999619414,2.63E-05,0.004879531,2.38E-05,0.097527874,6.363238599,0.004879531,0.999976191,0.915120921,0.116823396,0.013647706,13944.32421,8.783436653,0.116823396,0.986536046,0,0.015586822,0.000242949,3.98047674,7.216041353,0.015586822,0.99975711,0,0.022347699,0.00049942,8.182491349,7.351080824,0.022347699,0.99950083,-3.55E-21,0.005155213,2.66E-05,0.435424837,6.460624686,0.005155213,0.999973424
corduroy,42-scale_1_im_2_grey.png,66.77386475,0.146461526,0.122045135,0.731874903,5.913842811,107.5288086,23.20464063,538.4553468,0.843363205,0.178759657,0.031955015,3044.214825,9.071957808,0.178759657,0.969034488,-0.000205844,0.011081833,0.000122807,0.50319108,7.025029781,0.011081833,0.999877208,-0.001492609,0.031890814,0.001017024,4.174855825,7.97783552,0.031890814,0.998984009,-4.21E-05,0.005084872,2.59E-05,0.10591311,6.453844259,0.005084872,0.999974145,0.843363205,0.177713421,0.03158206,12170.7488,9.205470338,0.177713421,0.96938483,-1.49E-19,0.014966699,0.000224002,3.670049981,7.142511756,0.014966699,0.999776048,5.08E-21,0.035869553,0.001286625,21.08006151,8.119719182,0.035869553,0.998715028,7.36E-21,0.005503375,3.03E-05,0.496224529,6.575938194,0.005503375,0.999969714
corduroy,42-scale_1_im_3_grey.png,72.09144084,0.126368583,0.112882785,0.817072267,6.066273139,114.0501709,23.11228108,534.1775366,0.894511144,0.173706435,0.030173926,3401.007566,9.147884071,0.173706435,0.970709873,1.91E-05,0.039434225,0.001555058,6.369519416,8.883908763,0.039434225,0.998447356,-0.001045496,0.031965208,0.001021774,4.189665513,7.905551572,0.031965208,0.998979268,-8.52E-05,0.010390695,0.000107967,0.442260669,8.014535429,0.010390695,0.999892045,0.894511144,0.173062972,0.029950792,13600.37445,9.296219635,0.173062972,0.970920172,1.63E-19,0.04021496,0.001617243,26.49690888,9.101392901,0.04021496,0.998385368,-3.39E-21,0.034288187,0.00117568,19.26233756,8.033063551,0.034288187,0.998825701,1.27E-21,0.010775454,0.00011611,1.902352941,8.16557931,0.010775454,0.999883903
corduroy,42-scale_1_im_4_grey.png,198.8011678,0.088376506,0.111501358,0.587973624,6.089203405,101.2494507,20.69814134,428.4130551,0.794113339,0.14880263,0.022142223,2673.697659,8.949718885,0.14880263,0.978337435,-0.000214939,0.032819748,0.001077136,4.412137639,8.804386469,0.032819748,0.998924023,0.000216854,0.053355559,0.002846816,11.66074971,8.619086981,0.053355559,0.997161266,0.000236003,0.016953497,0.000287421,1.177504806,8.36624429,0.016953497,0.999712662,0.794113339,0.148498501,0.022051805,10693.30923,9.073468632,0.148498501,0.978423985,-4.07E-20,0.033023571,0.001090556,17.86767397,8.986858847,0.033023571,0.998910632,-1.19E-20,0.053946904,0.002910268,47.68183775,8.776387115,0.053946904,0.997098177,8.89E-21,0.017352658,0.000301115,4.933464052,8.554947112,0.017352658,0.999698976
corduroy,42-scale_1_im_5_grey.png,404.1503805,0.067015218,0.110166444,0.53485347,6.113541763,99.57849121,27.83006277,774.5123938,0.781007774,0.200998214,0.040400282,2663.92955,9.267892266,0.200998214,0.961168521,-0.00016276,0.032760894,0.001073276,4.396247597,9.011162155,0.032760894,0.998927875,0.00025563,0.07609516,0.005790473,23.71804691,9.151226586,0.07609516,0.994242863,-0.000149357,0.019489249,0.000379831,1.555878508,8.700895863,0.019489249,0.999620313,0.781007774,0.200848956,0.040340303,10654.73551,9.420263081,0.200848956,0.961223935,5.42E-20,0.03373104,0.001137783,18.64143791,9.253684436,0.03373104,0.99886351,-1.86E-20,0.075921451,0.005764067,94.43846982,9.357791922,0.075921451,0.994268967,6.35E-22,0.020045535,0.000401823,6.583475586,8.94978939,0.020045535,0.999598338
corduroy,42-scale_1_im_6_grey.png,493.0191345,0.054287775,0.108320787,0.613921248,6.146513704,119.9176636,28.18277262,794.2686724,0.940530695,0.185574167,0.034437771,3764.370469,9.278080746,0.185574167,0.966708707,-0.00081811,0.081134959,0.006582882,26.96622453,9.965228488,0.081134959,0.993460169,-0.000456208,0.079702954,0.006352561,26.02094195,9.188983931,0.079702954,0.993687539,-0.000134517,0.038537913,0.001485171,6.083333333,9.662215963,0.038537913,0.998517032,0.940530695,0.185431797,0.034384951,15056.61647,9.445606875,0.185431797,0.966758071,1.08E-19,0.080605447,0.006497238,106.4507497,10.28560387,0.080605447,0.993544703,9.66E-20,0.080690306,0.006510925,106.6750019,9.398534519,0.080690306,0.993531193,1.44E-20,0.038290539,0.001466165,24.02165321,9.956110262,0.038290539,0.998535981
corduroy,42-scale_1_im_7_grey.png,42.23292033,0.169391648,0.122749591,0.745443784,5.890884049,115.2582397,18.69465528,349.490136,0.903986194,0.143783959,0.020673827,3431.894491,8.87286497,0.143783959,0.979744923,-4.83E-05,0.011977188,0.000143453,0.587593233,7.075115,0.011977188,0.999856568,0.000104837,0.025652244,0.000658038,2.695367166,7.549358039,0.025652244,0.999342395,0.000114411,0.004844859,2.35E-05,0.096197616,6.437988674,0.004844859,0.999976528,0.903986194,0.143619587,0.020626586,13726.80397,8.982797708,0.143619587,0.979790272,1.36E-20,0.012994603,0.00016886,2.766597463,7.191852565,0.012994603,0.999831169,0,0.026037449,0.000677949,11.1075125,7.60769921,0.026037449,0.999322511,-4.02E-21,0.00504204,2.54E-05,0.416516724,6.548877891,0.00504204,0.999974578
corduroy,42-scale_1_im_8_grey.png,68.92084757,0.147594452,0.123572267,0.72864866,5.882768811,105.2608643,23.58060357,556.0448649,0.825575406,0.181832276,0.033062977,2927.156132,9.069967825,0.181832276,0.967995197,-0.000163718,0.009279065,8.61E-05,0.3527797,6.8117165,0.009279065,0.999913906,0.000229779,0.032144566,0.001033273,4.232502884,7.946942458,0.032144566,0.998967793,-3.06E-05,0.004749565,2.26E-05,0.092402922,6.325876948,0.004749565,0.999977442,0.825575406,0.181672748,0.033004987,11707.67443,9.19254887,0.181672748,0.968049537,2.71E-20,0.010736948,0.000115282,1.888781238,6.887935525,0.010736948,0.999884731,0,0.032566408,0.001060571,17.37639369,8.043405191,0.032566408,0.998940553,-5.66E-21,0.0049142,2.41E-05,0.395663206,6.413089754,0.0049142,0.999975851
corduroy,42-scale_1_im_9_grey.png,105.4411316,0.109937509,0.112386987,0.783041417,6.073715038,117.5144043,26.38110697,695.9628052,0.921681602,0.199461401,0.039784851,3642.498362,9.336040107,0.199461401,0.96173742,1.34E-05,0.03636336,0.001322294,5.416116878,8.822565995,0.03636336,0.998679452,0.000563917,0.039999787,0.001599983,6.554832757,8.241539647,0.039999787,0.998402573,4.50E-05,0.01022577,0.000104566,0.428312188,7.964649497,0.01022577,0.999895445,0.921681602,0.198833094,0.039534599,14565.89333,9.503371716,0.198833094,0.961968943,-2.17E-19,0.037427943,0.001400851,22.95154171,9.027450898,0.037427943,0.998601109,3.39E-21,0.041882394,0.001754135,28.73974625,8.357768795,0.041882394,0.998248937,3.10E-20,0.011064758,0.000122429,2.005874664,8.140485955,0.011064758,0.999877586
corduroy,42-scale_2_im_1_grey.png,94.51609294,0.118956079,0.114098349,0.580221662,6.043792348,114.4258423,17.12964321,293.4246764,0.897457587,0.12661957,0.016032515,3364.710953,8.825431287,0.12661957,0.98422047,6.27E-05,0.023417503,0.000548379,2.246178393,8.131659909,0.023417503,0.999451921,0.00054812,0.035656697,0.0012714,5.208885044,8.037439313,0.035656697,0.998730214,0.000139304,0.014047852,0.000197342,0.808392926,7.809298926,0.014047852,0.999802697,0.897457587,0.126207605,0.01592836,13457.13732,8.945047575,0.126207605,0.984321375,-1.36E-20,0.02430192,0.000590583,9.676116878,8.332671874,0.02430192,0.999409765,-1.02E-20,0.036536818,0.001334939,21.87164168,8.167906056,0.036536818,0.998666841,9.53E-22,0.014002818,0.000196079,3.212556709,7.960911286,0.014002818,0.99980396
corduroy,42-scale_2_im_2_grey.png,153.9213155,0.105404854,0.113629766,0.543159158,6.050407104,105.3757935,22.75812392,517.9322046,0.826476811,0.170164637,0.028956004,2916.433606,9.07293967,0.170164637,0.971858852,-0.000311638,0.021083541,0.000444516,1.821134179,8.168846133,0.021083541,0.999555682,0.000777899,0.047400936,0.002246849,9.205570934,8.472632207,0.047400936,0.997758188,2.54E-05,0.014574845,0.000212426,0.870099962,7.91465833,0.014574845,0.999787619,0.826476811,0.169666013,0.028786556,11662.95819,9.226947027,0.169666013,0.972018923,0,0.022140785,0.000490214,8.031672434,8.325282762,0.022140785,0.999510026,8.47E-21,0.048654368,0.002367247,38.7849827,8.658047296,0.048654368,0.997638343,-7.73E-21,0.014713237,0.000216479,3.546797386,8.094704713,0.014713237,0.999783568
corduroy,42-scale_2_im_3_grey.png,405.7286987,0.062407591,0.10868113,0.620534364,6.140676066,113.9545288,29.60821972,876.646675,0.89376101,0.204493015,0.041817393,3443.204656,9.372639937,0.204493015,0.95986111,0.000594076,0.07534517,0.005676895,23.25400615,9.952257281,0.07534517,0.994355151,0.000515568,0.072351911,0.005234799,21.44282584,9.017632391,0.072351911,0.994792461,6.46E-05,0.034598219,0.001197037,4.903079585,9.552861076,0.034598219,0.998804394,0.89376101,0.204185039,0.04169153,13770.75649,9.553034709,0.204185039,0.959977086,8.13E-20,0.07486871,0.005605324,91.83762399,10.26823963,0.07486871,0.994425921,2.88E-20,0.073339992,0.005378754,88.12551326,9.226466291,0.073339992,0.994650022,8.26E-21,0.035371431,0.001251138,20.49864667,9.862571156,0.035371431,0.998750425
corduroy,42-scale_2_im_4_grey.png,214.8477478,0.079355534,0.110698545,0.509281664,6.103340218,114.039978,21.44509878,459.8922616,0.8944312,0.153784604,0.023649705,3373.698566,9.004399935,0.153784604,0.976896682,3.35E-06,0.035074519,0.001230222,5.03898885,8.944334304,0.035074519,0.99877129,-0.000461952,0.053214836,0.002831819,11.60000384,8.597440387,0.053214836,0.997176178,0.000221641,0.024045242,0.000578174,2.368400615,8.738041881,0.024045242,0.99942216,0.8944312,0.153315567,0.023505663,13492.43429,9.153437578,0.153315567,0.977034164,5.42E-20,0.035837424,0.001284321,21.04231449,9.182934518,0.035837424,0.998717326,1.69E-21,0.053969927,0.002912753,47.72254517,8.746149445,0.053969927,0.997095706,-4.08E-21,0.024237254,0.000587444,9.624690504,8.93110536,0.024237254,0.9994129
corduroy,42-scale_2_im_5_grey.png,510.0415446,0.062009126,0.109188169,0.462911038,6.131435129,116.0217285,32.17332085,1035.122575,0.909974341,0.2314398,0.053564381,3611.106028,9.378282168,0.2314398,0.949158892,-0.000123506,0.038690301,0.001496939,6.131526336,9.210913514,0.038690301,0.998505298,-6.13E-05,0.088398255,0.007814252,32.00718954,9.311766675,0.088398255,0.992246338,-7.18E-05,0.028280103,0.000799764,3.27585544,9.077999451,0.028280103,0.999200875,0.909974341,0.231347159,0.053521508,14443.72168,9.589665913,0.231347159,0.949197517,5.42E-20,0.040279351,0.001622426,26.58183007,9.504830582,0.040279351,0.998380202,7.12E-20,0.087604912,0.007674621,125.7409842,9.585940598,0.087604912,0.992383831,-1.91E-21,0.02927124,0.000856805,14.03790081,9.355304059,0.02927124,0.999143928
corduroy,42-scale_2_im_6_grey.png,891.7768148,0.043282616,0.107690961,0.476963285,6.157962079,115.4108276,32.55342075,1059.725203,0.905182962,0.207439488,0.043031141,3532.338527,9.383858196,0.207439488,0.958744145,0.000816196,0.090266199,0.008147987,33.37688197,10.19369778,0.090266199,0.991917866,0.001652976,0.103054272,0.010620183,43.51146098,9.549313463,0.103054272,0.98949142,0.00074439,0.058185242,0.003385522,13.86936947,10.05686257,0.058185242,0.996625901,0.905182962,0.20665239,0.04270521,14124.01406,9.594957563,0.20665239,0.959043831,-1.49E-19,0.091018896,0.00828444,135.7322568,10.5938228,0.091018896,0.991783629,-8.98E-20,0.103792183,0.010772817,176.5018378,9.797575087,0.103792183,0.989341999,-7.58E-20,0.058534767,0.003426319,56.13680892,10.41790089,0.058534767,0.996585381
corduroy,42-scale_2_im_7_grey.png,136.7269389,0.121090293,0.113780748,0.578940445,6.048182212,116.7067261,20.13421733,405.3867077,0.915346871,0.148827536,0.022149635,3522.599035,8.941315056,0.148827536,0.97833034,-9.10E-06,0.024848927,0.000617469,2.529154171,8.38436982,0.024848927,0.999382912,0.000386317,0.044304543,0.001962893,8.040618993,8.18825523,0.044304543,0.998040953,-5.31E-05,0.014392142,0.000207134,0.848431373,8.04157915,0.014392142,0.999792909,0.915346871,0.148534029,0.022062358,14088.96618,9.048837159,0.148534029,0.978413883,1.36E-20,0.025679978,0.000659461,10.80461361,8.546081375,0.025679978,0.999340973,6.78E-21,0.044732092,0.00200096,32.78372933,8.314461735,0.044732092,0.998003036,-1.85E-20,0.014645954,0.000214504,3.51443291,8.174605489,0.014645954,0.999785542
